Hour_of_Year,Time_(HH:MM),Hr_of_Day,Day_of_Year,Day_of_Week,Day_Name,Month,Mains_Temp_C
6475,270.75,19,270,4,Wednesday,9,17.83333333
6476,270.7916667,20,270,4,Wednesday,9,17.82777778
6477,270.8333333,21,270,4,Wednesday,9,17.81666667
6478,270.875,22,270,4,Wednesday,9,17.80555556
6479,270.9166667,23,270,4,Wednesday,9,17.8
6480,270.9583333,24,270,4,Wednesday,9,17.79444444
6481,271,1,271,5,Thursday,9,17.78888889
6482,271.0416667,2,271,5,Thursday,9,17.78333333
6483,271.0833333,3,271,5,Thursday,9,17.77222222
6484,271.125,4,271,5,Thursday,9,17.76666667
6485,271.1666667,5,271,5,Thursday,9,17.76111111
6486,271.2083333,6,271,5,Thursday,9,17.75555556
6487,271.25,7,271,5,Thursday,9,17.75
6488,271.2916667,8,271,5,Thursday,9,17.73888889
6489,271.3333333,9,271,5,Thursday,9,17.73333333
6490,271.375,10,271,5,Thursday,9,17.72777778
6491,271.4166667,11,271,5,Thursday,9,17.72222222
6492,271.4583333,12,271,5,Thursday,9,17.71111111
6493,271.5,13,271,5,Thursday,9,17.70555556
6494,271.5416667,14,271,5,Thursday,9,17.7
6495,271.5833333,15,271,5,Thursday,9,17.68888889
6496,271.625,16,271,5,Thursday,9,17.68333333
6497,271.6666667,17,271,5,Thursday,9,17.67222222
6498,271.7083333,18,271,5,Thursday,9,17.66111111
6499,271.75,19,271,5,Thursday,9,17.65
6500,271.7916667,20,271,5,Thursday,9,17.64444444
6501,271.8333333,21,271,5,Thursday,9,17.63888889
6502,271.875,22,271,5,Thursday,9,17.62777778
6503,271.9166667,23,271,5,Thursday,9,17.62222222
6504,271.9583333,24,271,5,Thursday,9,17.62222222
6505,272,1,272,6,Friday,9,17.61666667
6506,272.0416667,2,272,6,Friday,9,17.61111111
6507,272.0833333,3,272,6,Friday,9,17.61111111
6508,272.125,4,272,6,Friday,9,17.61111111
6509,272.1666667,5,272,6,Friday,9,17.60555556
6510,272.2083333,6,272,6,Friday,9,17.60555556
6511,272.25,7,272,6,Friday,9,17.60555556
6512,272.2916667,8,272,6,Friday,9,17.6
6513,272.3333333,9,272,6,Friday,9,17.6
6514,272.375,10,272,6,Friday,9,17.59444444
6515,272.4166667,11,272,6,Friday,9,17.59444444
6516,272.4583333,12,272,6,Friday,9,17.58888889
6517,272.5,13,272,6,Friday,9,17.58888889
6518,272.5416667,14,272,6,Friday,9,17.58888889
6519,272.5833333,15,272,6,Friday,9,17.58888889
6520,272.625,16,272,6,Friday,9,17.58888889
6521,272.6666667,17,272,6,Friday,9,17.58888889
6522,272.7083333,18,272,6,Friday,9,17.58333333
6523,272.75,19,272,6,Friday,9,17.58333333
6524,272.7916667,20,272,6,Friday,9,17.57777778
6525,272.8333333,21,272,6,Friday,9,17.57777778
6526,272.875,22,272,6,Friday,9,17.57777778
6527,272.9166667,23,272,6,Friday,9,17.57777778
6528,272.9583333,24,272,6,Friday,9,17.57222222
6529,273,1,273,7,Saturday,9,17.57222222
6530,273.0416667,2,273,7,Saturday,9,17.56666667
6531,273.0833333,3,273,7,Saturday,9,17.56666667
6532,273.125,4,273,7,Saturday,9,17.56666667
6533,273.1666667,5,273,7,Saturday,9,17.56111111
6534,273.2083333,6,273,7,Saturday,9,17.56111111
6535,273.25,7,273,7,Saturday,9,17.55555556
6536,273.2916667,8,273,7,Saturday,9,17.55555556
6537,273.3333333,9,273,7,Saturday,9,17.55
6538,273.375,10,273,7,Saturday,9,17.54444444
6539,273.4166667,11,273,7,Saturday,9,17.53888889
6540,273.4583333,12,273,7,Saturday,9,17.52777778
6541,273.5,13,273,7,Saturday,9,17.52222222
6542,273.5416667,14,273,7,Saturday,9,17.51666667
6543,273.5833333,15,273,7,Saturday,9,17.51111111
6544,273.625,16,273,7,Saturday,9,17.50555556
6545,273.6666667,17,273,7,Saturday,9,17.5
6546,273.7083333,18,273,7,Saturday,9,17.49444444
6547,273.75,19,273,7,Saturday,9,17.48888889
6548,273.7916667,20,273,7,Saturday,9,17.48888889
6549,273.8333333,21,273,7,Saturday,9,17.48333333
6550,273.875,22,273,7,Saturday,9,17.47777778
6551,273.9166667,23,273,7,Saturday,9,17.47222222
6552,273.9583333,24,273,7,Saturday,9,17.47222222
6553,274,1,274,1,Sunday,9,17.47222222
6554,274.0416667,2,274,1,Sunday,9,17.46666667
6555,274.0833333,3,274,1,Sunday,9,17.46666667
6556,274.125,4,274,1,Sunday,9,17.46666667
6557,274.1666667,5,274,1,Sunday,9,17.46666667
6558,274.2083333,6,274,1,Sunday,9,17.46666667
6559,274.25,7,274,1,Sunday,9,17.46666667
6560,274.2916667,8,274,1,Sunday,9,17.46111111
6561,274.3333333,9,274,1,Sunday,9,17.46111111
6562,274.375,10,274,1,Sunday,9,17.45555556
6563,274.4166667,11,274,1,Sunday,9,17.45
6564,274.4583333,12,274,1,Sunday,9,17.44444444
6565,274.5,13,274,1,Sunday,9,17.43888889
6566,274.5416667,14,274,1,Sunday,9,17.42777778
6567,274.5833333,15,274,1,Sunday,9,17.42222222
6568,274.625,16,274,1,Sunday,9,17.41666667
6569,274.6666667,17,274,1,Sunday,9,17.40555556
6570,274.7083333,18,274,1,Sunday,9,17.4
6571,274.75,19,274,1,Sunday,9,17.39444444
6572,274.7916667,20,274,1,Sunday,9,17.38333333
6573,274.8333333,21,274,1,Sunday,9,17.37777778
6574,274.875,22,274,1,Sunday,9,17.37222222
6575,274.9166667,23,274,1,Sunday,9,17.36666667
6576,274.9583333,24,274,1,Sunday,9,17.36111111
6577,275,1,275,2,Monday,10,17.35555556
6578,275.0416667,2,275,2,Monday,10,17.35
6579,275.0833333,3,275,2,Monday,10,17.34444444
6580,275.125,4,275,2,Monday,10,17.33888889
6581,275.1666667,5,275,2,Monday,10,17.33333333
6582,275.2083333,6,275,2,Monday,10,17.33333333
6583,275.25,7,275,2,Monday,10,17.32777778
6584,275.2916667,8,275,2,Monday,10,17.32222222
6585,275.3333333,9,275,2,Monday,10,17.31666667
6586,275.375,10,275,2,Monday,10,17.31111111
6587,275.4166667,11,275,2,Monday,10,17.30555556
6588,275.4583333,12,275,2,Monday,10,17.29444444
6589,275.5,13,275,2,Monday,10,17.28888889
6590,275.5416667,14,275,2,Monday,10,17.28333333
6591,275.5833333,15,275,2,Monday,10,17.27777778
6592,275.625,16,275,2,Monday,10,17.27222222
6593,275.6666667,17,275,2,Monday,10,17.26111111
6594,275.7083333,18,275,2,Monday,10,17.25555556
6595,275.75,19,275,2,Monday,10,17.25
6596,275.7916667,20,275,2,Monday,10,17.23888889
6597,275.8333333,21,275,2,Monday,10,17.23333333
6598,275.875,22,275,2,Monday,10,17.23333333
6599,275.9166667,23,275,2,Monday,10,17.22777778
6600,275.9583333,24,275,2,Monday,10,17.22222222
6601,276,1,276,3,Tuesday,10,17.21666667
6602,276.0416667,2,276,3,Tuesday,10,17.21111111
6603,276.0833333,3,276,3,Tuesday,10,17.21111111
6604,276.125,4,276,3,Tuesday,10,17.21111111
6605,276.1666667,5,276,3,Tuesday,10,17.20555556
6606,276.2083333,6,276,3,Tuesday,10,17.2
6607,276.25,7,276,3,Tuesday,10,17.2
6608,276.2916667,8,276,3,Tuesday,10,17.19444444
6609,276.3333333,9,276,3,Tuesday,10,17.18888889
6610,276.375,10,276,3,Tuesday,10,17.18888889
6611,276.4166667,11,276,3,Tuesday,10,17.18333333
6612,276.4583333,12,276,3,Tuesday,10,17.17777778
6613,276.5,13,276,3,Tuesday,10,17.17777778
6614,276.5416667,14,276,3,Tuesday,10,17.17222222
6615,276.5833333,15,276,3,Tuesday,10,17.16666667
6616,276.625,16,276,3,Tuesday,10,17.16111111
6617,276.6666667,17,276,3,Tuesday,10,17.15555556
6618,276.7083333,18,276,3,Tuesday,10,17.15
6619,276.75,19,276,3,Tuesday,10,17.14444444
6620,276.7916667,20,276,3,Tuesday,10,17.13888889
6621,276.8333333,21,276,3,Tuesday,10,17.13333333
6622,276.875,22,276,3,Tuesday,10,17.12777778
6623,276.9166667,23,276,3,Tuesday,10,17.12222222
6624,276.9583333,24,276,3,Tuesday,10,17.12222222
6625,277,1,277,4,Wednesday,10,17.11666667
6626,277.0416667,2,277,4,Wednesday,10,17.11666667
6627,277.0833333,3,277,4,Wednesday,10,17.11666667
6628,277.125,4,277,4,Wednesday,10,17.11666667
6629,277.1666667,5,277,4,Wednesday,10,17.11111111
6630,277.2083333,6,277,4,Wednesday,10,17.11111111
6631,277.25,7,277,4,Wednesday,10,17.10555556
6632,277.2916667,8,277,4,Wednesday,10,17.10555556
6633,277.3333333,9,277,4,Wednesday,10,17.10555556
6634,277.375,10,277,4,Wednesday,10,17.10555556
6635,277.4166667,11,277,4,Wednesday,10,17.10555556
6636,277.4583333,12,277,4,Wednesday,10,17.10555556
6637,277.5,13,277,4,Wednesday,10,17.10555556
6638,277.5416667,14,277,4,Wednesday,10,17.10555556
6639,277.5833333,15,277,4,Wednesday,10,17.10555556
6640,277.625,16,277,4,Wednesday,10,17.10555556
6641,277.6666667,17,277,4,Wednesday,10,17.11111111
6642,277.7083333,18,277,4,Wednesday,10,17.11111111
6643,277.75,19,277,4,Wednesday,10,17.11111111
6644,277.7916667,20,277,4,Wednesday,10,17.11111111
6645,277.8333333,21,277,4,Wednesday,10,17.11111111
6646,277.875,22,277,4,Wednesday,10,17.11111111
6647,277.9166667,23,277,4,Wednesday,10,17.11111111
6648,277.9583333,24,277,4,Wednesday,10,17.11111111
6649,278,1,278,5,Thursday,10,17.10555556
6650,278.0416667,2,278,5,Thursday,10,17.10555556
6651,278.0833333,3,278,5,Thursday,10,17.1
6652,278.125,4,278,5,Thursday,10,17.1
6653,278.1666667,5,278,5,Thursday,10,17.09444444
6654,278.2083333,6,278,5,Thursday,10,17.09444444
6655,278.25,7,278,5,Thursday,10,17.08888889
6656,278.2916667,8,278,5,Thursday,10,17.08888889
6657,278.3333333,9,278,5,Thursday,10,17.08888889
6658,278.375,10,278,5,Thursday,10,17.08333333
6659,278.4166667,11,278,5,Thursday,10,17.08333333
6660,278.4583333,12,278,5,Thursday,10,17.08333333
6661,278.5,13,278,5,Thursday,10,17.07777778
6662,278.5416667,14,278,5,Thursday,10,17.07777778
6663,278.5833333,15,278,5,Thursday,10,17.07222222
6664,278.625,16,278,5,Thursday,10,17.07222222
6665,278.6666667,17,278,5,Thursday,10,17.06666667
6666,278.7083333,18,278,5,Thursday,10,17.06111111
6667,278.75,19,278,5,Thursday,10,17.06111111
6668,278.7916667,20,278,5,Thursday,10,17.05555556
6669,278.8333333,21,278,5,Thursday,10,17.05555556
6670,278.875,22,278,5,Thursday,10,17.05
6671,278.9166667,23,278,5,Thursday,10,17.05
6672,278.9583333,24,278,5,Thursday,10,17.04444444
6673,279,1,279,6,Friday,10,17.04444444
6674,279.0416667,2,279,6,Friday,10,17.04444444
6675,279.0833333,3,279,6,Friday,10,17.04444444
6676,279.125,4,279,6,Friday,10,17.03888889
6677,279.1666667,5,279,6,Friday,10,17.03888889
6678,279.2083333,6,279,6,Friday,10,17.03888889
6679,279.25,7,279,6,Friday,10,17.03888889
6680,279.2916667,8,279,6,Friday,10,17.03888889
6681,279.3333333,9,279,6,Friday,10,17.03888889
6682,279.375,10,279,6,Friday,10,17.03333333
6683,279.4166667,11,279,6,Friday,10,17.03333333
6684,279.4583333,12,279,6,Friday,10,17.02777778
6685,279.5,13,279,6,Friday,10,17.02777778
6686,279.5416667,14,279,6,Friday,10,17.02777778
6687,279.5833333,15,279,6,Friday,10,17.02222222
6688,279.625,16,279,6,Friday,10,17.02222222
6689,279.6666667,17,279,6,Friday,10,17.01666667
6690,279.7083333,18,279,6,Friday,10,17.01666667
6691,279.75,19,279,6,Friday,10,17.01111111
6692,279.7916667,20,279,6,Friday,10,17.01111111
6693,279.8333333,21,279,6,Friday,10,17.01111111
6694,279.875,22,279,6,Friday,10,17.00555556
6695,279.9166667,23,279,6,Friday,10,17.00555556
6696,279.9583333,24,279,6,Friday,10,17.00555556
6697,280,1,280,7,Saturday,10,17
6698,280.0416667,2,280,7,Saturday,10,17
6699,280.0833333,3,280,7,Saturday,10,17
6700,280.125,4,280,7,Saturday,10,16.99444444
6701,280.1666667,5,280,7,Saturday,10,16.99444444
6702,280.2083333,6,280,7,Saturday,10,16.99444444
6703,280.25,7,280,7,Saturday,10,16.98888889
6704,280.2916667,8,280,7,Saturday,10,16.98888889
6705,280.3333333,9,280,7,Saturday,10,16.98333333
6706,280.375,10,280,7,Saturday,10,16.98333333
6707,280.4166667,11,280,7,Saturday,10,16.97777778
6708,280.4583333,12,280,7,Saturday,10,16.97777778
6709,280.5,13,280,7,Saturday,10,16.97777778
6710,280.5416667,14,280,7,Saturday,10,16.97222222
6711,280.5833333,15,280,7,Saturday,10,16.97222222
6712,280.625,16,280,7,Saturday,10,16.97222222
6713,280.6666667,17,280,7,Saturday,10,16.96666667
6714,280.7083333,18,280,7,Saturday,10,16.96666667
6715,280.75,19,280,7,Saturday,10,16.96111111
6716,280.7916667,20,280,7,Saturday,10,16.96111111
6717,280.8333333,21,280,7,Saturday,10,16.95555556
6718,280.875,22,280,7,Saturday,10,16.95555556
6719,280.9166667,23,280,7,Saturday,10,16.95555556
6720,280.9583333,24,280,7,Saturday,10,16.95
6721,281,1,281,1,Sunday,10,16.95
6722,281.0416667,2,281,1,Sunday,10,16.94444444
6723,281.0833333,3,281,1,Sunday,10,16.93888889
6724,281.125,4,281,1,Sunday,10,16.93888889
6725,281.1666667,5,281,1,Sunday,10,16.93333333
6726,281.2083333,6,281,1,Sunday,10,16.93333333
6727,281.25,7,281,1,Sunday,10,16.92777778
6728,281.2916667,8,281,1,Sunday,10,16.92777778
6729,281.3333333,9,281,1,Sunday,10,16.92222222
6730,281.375,10,281,1,Sunday,10,16.91666667
6731,281.4166667,11,281,1,Sunday,10,16.91666667
6732,281.4583333,12,281,1,Sunday,10,16.91666667
6733,281.5,13,281,1,Sunday,10,16.91666667
6734,281.5416667,14,281,1,Sunday,10,16.91666667
6735,281.5833333,15,281,1,Sunday,10,16.91666667
6736,281.625,16,281,1,Sunday,10,16.91666667
6737,281.6666667,17,281,1,Sunday,10,16.91111111
6738,281.7083333,18,281,1,Sunday,10,16.91111111
6739,281.75,19,281,1,Sunday,10,16.91111111
6740,281.7916667,20,281,1,Sunday,10,16.90555556
6741,281.8333333,21,281,1,Sunday,10,16.90555556
6742,281.875,22,281,1,Sunday,10,16.9
6743,281.9166667,23,281,1,Sunday,10,16.9
6744,281.9583333,24,281,1,Sunday,10,16.9
6745,282,1,282,2,Monday,10,16.9
6746,282.0416667,2,282,2,Monday,10,16.89444444
6747,282.0833333,3,282,2,Monday,10,16.89444444
6748,282.125,4,282,2,Monday,10,16.89444444
6749,282.1666667,5,282,2,Monday,10,16.89444444
6750,282.2083333,6,282,2,Monday,10,16.89444444
6751,282.25,7,282,2,Monday,10,16.89444444
6752,282.2916667,8,282,2,Monday,10,16.88888889
6753,282.3333333,9,282,2,Monday,10,16.88888889
6754,282.375,10,282,2,Monday,10,16.88333333
6755,282.4166667,11,282,2,Monday,10,16.88333333
6756,282.4583333,12,282,2,Monday,10,16.87777778
6757,282.5,13,282,2,Monday,10,16.87777778
6758,282.5416667,14,282,2,Monday,10,16.87222222
6759,282.5833333,15,282,2,Monday,10,16.86666667
6760,282.625,16,282,2,Monday,10,16.86111111
6761,282.6666667,17,282,2,Monday,10,16.86111111
6762,282.7083333,18,282,2,Monday,10,16.85555556
6763,282.75,19,282,2,Monday,10,16.85
6764,282.7916667,20,282,2,Monday,10,16.85
6765,282.8333333,21,282,2,Monday,10,16.85
6766,282.875,22,282,2,Monday,10,16.84444444
6767,282.9166667,23,282,2,Monday,10,16.84444444
6768,282.9583333,24,282,2,Monday,10,16.84444444
6769,283,1,283,3,Tuesday,10,16.83888889
6770,283.0416667,2,283,3,Tuesday,10,16.83888889
6771,283.0833333,3,283,3,Tuesday,10,16.83888889
6772,283.125,4,283,3,Tuesday,10,16.83888889
6773,283.1666667,5,283,3,Tuesday,10,16.83888889
6774,283.2083333,6,283,3,Tuesday,10,16.83888889
6775,283.25,7,283,3,Tuesday,10,16.83888889
6776,283.2916667,8,283,3,Tuesday,10,16.83333333
6777,283.3333333,9,283,3,Tuesday,10,16.82777778
6778,283.375,10,283,3,Tuesday,10,16.82222222
6779,283.4166667,11,283,3,Tuesday,10,16.81666667
6780,283.4583333,12,283,3,Tuesday,10,16.81111111
6781,283.5,13,283,3,Tuesday,10,16.8
6782,283.5416667,14,283,3,Tuesday,10,16.79444444
6783,283.5833333,15,283,3,Tuesday,10,16.78333333
6784,283.625,16,283,3,Tuesday,10,16.77777778
6785,283.6666667,17,283,3,Tuesday,10,16.76666667
6786,283.7083333,18,283,3,Tuesday,10,16.75555556
6787,283.75,19,283,3,Tuesday,10,16.75
6788,283.7916667,20,283,3,Tuesday,10,16.74444444
6789,283.8333333,21,283,3,Tuesday,10,16.73888889
6790,283.875,22,283,3,Tuesday,10,16.73333333
6791,283.9166667,23,283,3,Tuesday,10,16.72777778
6792,283.9583333,24,283,3,Tuesday,10,16.72222222
6793,284,1,284,4,Wednesday,10,16.71666667
6794,284.0416667,2,284,4,Wednesday,10,16.71111111
6795,284.0833333,3,284,4,Wednesday,10,16.70555556
6796,284.125,4,284,4,Wednesday,10,16.7
6797,284.1666667,5,284,4,Wednesday,10,16.69444444
6798,284.2083333,6,284,4,Wednesday,10,16.68888889
6799,284.25,7,284,4,Wednesday,10,16.68333333
6800,284.2916667,8,284,4,Wednesday,10,16.67777778
6801,284.3333333,9,284,4,Wednesday,10,16.66666667
6802,284.375,10,284,4,Wednesday,10,16.66111111
6803,284.4166667,11,284,4,Wednesday,10,16.65
6804,284.4583333,12,284,4,Wednesday,10,16.63888889
6805,284.5,13,284,4,Wednesday,10,16.63333333
6806,284.5416667,14,284,4,Wednesday,10,16.62222222
6807,284.5833333,15,284,4,Wednesday,10,16.61111111
6808,284.625,16,284,4,Wednesday,10,16.6
6809,284.6666667,17,284,4,Wednesday,10,16.58888889
6810,284.7083333,18,284,4,Wednesday,10,16.58333333
6811,284.75,19,284,4,Wednesday,10,16.57222222
6812,284.7916667,20,284,4,Wednesday,10,16.56666667
6813,284.8333333,21,284,4,Wednesday,10,16.56111111
6814,284.875,22,284,4,Wednesday,10,16.55
6815,284.9166667,23,284,4,Wednesday,10,16.54444444
6816,284.9583333,24,284,4,Wednesday,10,16.53333333
6817,285,1,285,5,Thursday,10,16.52777778
6818,285.0416667,2,285,5,Thursday,10,16.51666667
6819,285.0833333,3,285,5,Thursday,10,16.51111111
6820,285.125,4,285,5,Thursday,10,16.50555556
6821,285.1666667,5,285,5,Thursday,10,16.5
6822,285.2083333,6,285,5,Thursday,10,16.49444444
6823,285.25,7,285,5,Thursday,10,16.48333333
6824,285.2916667,8,285,5,Thursday,10,16.47777778
6825,285.3333333,9,285,5,Thursday,10,16.46666667
6826,285.375,10,285,5,Thursday,10,16.46111111
6827,285.4166667,11,285,5,Thursday,10,16.45
6828,285.4583333,12,285,5,Thursday,10,16.43888889
6829,285.5,13,285,5,Thursday,10,16.42777778
6830,285.5416667,14,285,5,Thursday,10,16.42222222
6831,285.5833333,15,285,5,Thursday,10,16.41111111
6832,285.625,16,285,5,Thursday,10,16.4
6833,285.6666667,17,285,5,Thursday,10,16.38888889
6834,285.7083333,18,285,5,Thursday,10,16.37777778
6835,285.75,19,285,5,Thursday,10,16.36666667
6836,285.7916667,20,285,5,Thursday,10,16.36111111
6837,285.8333333,21,285,5,Thursday,10,16.35
6838,285.875,22,285,5,Thursday,10,16.34444444
6839,285.9166667,23,285,5,Thursday,10,16.33333333
6840,285.9583333,24,285,5,Thursday,10,16.32777778
6841,286,1,286,6,Friday,10,16.31666667
6842,286.0416667,2,286,6,Friday,10,16.30555556
6843,286.0833333,3,286,6,Friday,10,16.3
6844,286.125,4,286,6,Friday,10,16.28888889
6845,286.1666667,5,286,6,Friday,10,16.28333333
6846,286.2083333,6,286,6,Friday,10,16.27777778
6847,286.25,7,286,6,Friday,10,16.26666667
6848,286.2916667,8,286,6,Friday,10,16.25555556
6849,286.3333333,9,286,6,Friday,10,16.25
6850,286.375,10,286,6,Friday,10,16.23888889
6851,286.4166667,11,286,6,Friday,10,16.23333333
6852,286.4583333,12,286,6,Friday,10,16.22222222
6853,286.5,13,286,6,Friday,10,16.21111111
6854,286.5416667,14,286,6,Friday,10,16.2
6855,286.5833333,15,286,6,Friday,10,16.19444444
6856,286.625,16,286,6,Friday,10,16.18333333
6857,286.6666667,17,286,6,Friday,10,16.17222222
6858,286.7083333,18,286,6,Friday,10,16.16111111
6859,286.75,19,286,6,Friday,10,16.15555556
6860,286.7916667,20,286,6,Friday,10,16.14444444
6861,286.8333333,21,286,6,Friday,10,16.13888889
6862,286.875,22,286,6,Friday,10,16.12777778
6863,286.9166667,23,286,6,Friday,10,16.12222222
6864,286.9583333,24,286,6,Friday,10,16.11666667
6865,287,1,287,7,Saturday,10,16.11111111
6866,287.0416667,2,287,7,Saturday,10,16.10555556
6867,287.0833333,3,287,7,Saturday,10,16.1
6868,287.125,4,287,7,Saturday,10,16.1
6869,287.1666667,5,287,7,Saturday,10,16.09444444
6870,287.2083333,6,287,7,Saturday,10,16.08888889
6871,287.25,7,287,7,Saturday,10,16.08333333
6872,287.2916667,8,287,7,Saturday,10,16.08333333
6873,287.3333333,9,287,7,Saturday,10,16.07777778
6874,287.375,10,287,7,Saturday,10,16.07222222
6875,287.4166667,11,287,7,Saturday,10,16.06666667
6876,287.4583333,12,287,7,Saturday,10,16.06111111
6877,287.5,13,287,7,Saturday,10,16.05555556
6878,287.5416667,14,287,7,Saturday,10,16.05
6879,287.5833333,15,287,7,Saturday,10,16.04444444
6880,287.625,16,287,7,Saturday,10,16.03333333
6881,287.6666667,17,287,7,Saturday,10,16.02777778
6882,287.7083333,18,287,7,Saturday,10,16.02222222
6883,287.75,19,287,7,Saturday,10,16.01666667
6884,287.7916667,20,287,7,Saturday,10,16.01111111
6885,287.8333333,21,287,7,Saturday,10,16.00555556
6886,287.875,22,287,7,Saturday,10,16
6887,287.9166667,23,287,7,Saturday,10,16
6888,287.9583333,24,287,7,Saturday,10,15.99444444
6889,288,1,288,1,Sunday,10,15.98888889
6890,288.0416667,2,288,1,Sunday,10,15.98888889
6891,288.0833333,3,288,1,Sunday,10,15.98333333
6892,288.125,4,288,1,Sunday,10,15.97777778
6893,288.1666667,5,288,1,Sunday,10,15.97222222
6894,288.2083333,6,288,1,Sunday,10,15.96666667
6895,288.25,7,288,1,Sunday,10,15.96111111
6896,288.2916667,8,288,1,Sunday,10,15.96111111
6897,288.3333333,9,288,1,Sunday,10,15.95555556
6898,288.375,10,288,1,Sunday,10,15.95
6899,288.4166667,11,288,1,Sunday,10,15.94444444
6900,288.4583333,12,288,1,Sunday,10,15.93888889
6901,288.5,13,288,1,Sunday,10,15.93333333
6902,288.5416667,14,288,1,Sunday,10,15.92777778
6903,288.5833333,15,288,1,Sunday,10,15.92222222
6904,288.625,16,288,1,Sunday,10,15.92222222
6905,288.6666667,17,288,1,Sunday,10,15.91666667
6906,288.7083333,18,288,1,Sunday,10,15.91111111
6907,288.75,19,288,1,Sunday,10,15.90555556
6908,288.7916667,20,288,1,Sunday,10,15.9
6909,288.8333333,21,288,1,Sunday,10,15.89444444
6910,288.875,22,288,1,Sunday,10,15.88888889
6911,288.9166667,23,288,1,Sunday,10,15.88333333
6912,288.9583333,24,288,1,Sunday,10,15.87777778
6913,289,1,289,2,Monday,10,15.87222222
6914,289.0416667,2,289,2,Monday,10,15.86666667
6915,289.0833333,3,289,2,Monday,10,15.86111111
6916,289.125,4,289,2,Monday,10,15.85555556
6917,289.1666667,5,289,2,Monday,10,15.85
6918,289.2083333,6,289,2,Monday,10,15.84444444
6919,289.25,7,289,2,Monday,10,15.83333333
6920,289.2916667,8,289,2,Monday,10,15.82777778
6921,289.3333333,9,289,2,Monday,10,15.82222222
6922,289.375,10,289,2,Monday,10,15.81666667
6923,289.4166667,11,289,2,Monday,10,15.80555556
6924,289.4583333,12,289,2,Monday,10,15.8
6925,289.5,13,289,2,Monday,10,15.79444444
6926,289.5416667,14,289,2,Monday,10,15.78888889
6927,289.5833333,15,289,2,Monday,10,15.77777778
6928,289.625,16,289,2,Monday,10,15.77222222
6929,289.6666667,17,289,2,Monday,10,15.76666667
6930,289.7083333,18,289,2,Monday,10,15.75555556
6931,289.75,19,289,2,Monday,10,15.75
6932,289.7916667,20,289,2,Monday,10,15.74444444
6933,289.8333333,21,289,2,Monday,10,15.73333333
6934,289.875,22,289,2,Monday,10,15.72777778
6935,289.9166667,23,289,2,Monday,10,15.72222222
6936,289.9583333,24,289,2,Monday,10,15.71666667
6937,290,1,290,3,Tuesday,10,15.71111111
6938,290.0416667,2,290,3,Tuesday,10,15.7
6939,290.0833333,3,290,3,Tuesday,10,15.69444444
6940,290.125,4,290,3,Tuesday,10,15.68888889
6941,290.1666667,5,290,3,Tuesday,10,15.68333333
6942,290.2083333,6,290,3,Tuesday,10,15.67777778
6943,290.25,7,290,3,Tuesday,10,15.67222222
6944,290.2916667,8,290,3,Tuesday,10,15.66666667
6945,290.3333333,9,290,3,Tuesday,10,15.65555556
6946,290.375,10,290,3,Tuesday,10,15.64444444
6947,290.4166667,11,290,3,Tuesday,10,15.63333333
6948,290.4583333,12,290,3,Tuesday,10,15.62222222
6949,290.5,13,290,3,Tuesday,10,15.61111111
6950,290.5416667,14,290,3,Tuesday,10,15.6
6951,290.5833333,15,290,3,Tuesday,10,15.58333333
6952,290.625,16,290,3,Tuesday,10,15.56666667
6953,290.6666667,17,290,3,Tuesday,10,15.55555556
6954,290.7083333,18,290,3,Tuesday,10,15.53888889
6955,290.75,19,290,3,Tuesday,10,15.52777778
6956,290.7916667,20,290,3,Tuesday,10,15.51666667
6957,290.8333333,21,290,3,Tuesday,10,15.51111111
6958,290.875,22,290,3,Tuesday,10,15.50555556
6959,290.9166667,23,290,3,Tuesday,10,15.5
6960,290.9583333,24,290,3,Tuesday,10,15.49444444
6961,291,1,291,4,Wednesday,10,15.48888889
6962,291.0416667,2,291,4,Wednesday,10,15.48333333
6963,291.0833333,3,291,4,Wednesday,10,15.47777778
6964,291.125,4,291,4,Wednesday,10,15.47222222
6965,291.1666667,5,291,4,Wednesday,10,15.46666667
6966,291.2083333,6,291,4,Wednesday,10,15.46111111
6967,291.25,7,291,4,Wednesday,10,15.45555556
6968,291.2916667,8,291,4,Wednesday,10,15.45
6969,291.3333333,9,291,4,Wednesday,10,15.44444444
6970,291.375,10,291,4,Wednesday,10,15.43333333
6971,291.4166667,11,291,4,Wednesday,10,15.42777778
6972,291.4583333,12,291,4,Wednesday,10,15.42222222
6973,291.5,13,291,4,Wednesday,10,15.41666667
6974,291.5416667,14,291,4,Wednesday,10,15.40555556
6975,291.5833333,15,291,4,Wednesday,10,15.4
6976,291.625,16,291,4,Wednesday,10,15.39444444
6977,291.6666667,17,291,4,Wednesday,10,15.38333333
6978,291.7083333,18,291,4,Wednesday,10,15.37777778
6979,291.75,19,291,4,Wednesday,10,15.37222222
6980,291.7916667,20,291,4,Wednesday,10,15.36666667
6981,291.8333333,21,291,4,Wednesday,10,15.36111111
6982,291.875,22,291,4,Wednesday,10,15.35555556
6983,291.9166667,23,291,4,Wednesday,10,15.35555556
6984,291.9583333,24,291,4,Wednesday,10,15.35
6985,292,1,292,5,Thursday,10,15.34444444
6986,292.0416667,2,292,5,Thursday,10,15.33888889
6987,292.0833333,3,292,5,Thursday,10,15.33333333
6988,292.125,4,292,5,Thursday,10,15.32777778
6989,292.1666667,5,292,5,Thursday,10,15.32222222
6990,292.2083333,6,292,5,Thursday,10,15.32222222
