Hour_of_Year,Time_(HH:MM),Hr_of_Day,Day_of_Year,Day_of_Week,Day_Name,Month,Heat_Sch_1,Heat_Sch_2,Cool_Sch_1,Cool_Sch_2,DHW_Sch_1,DHW_Sch_2,Custom_1,Custom_2,Custom_3
108,1900-01-05 11:00:00,12,5,5,Thursday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
109,1900-01-05 12:00:00,13,5,5,Thursday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
110,1900-01-05 13:00:00,14,5,5,Thursday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
111,1900-01-05 14:00:00,15,5,5,Thursday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
112,1900-01-05 15:00:00,16,5,5,Thursday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
113,1900-01-05 16:00:00,17,5,5,Thursday,1,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
114,1900-01-05 17:00:00,18,5,5,Thursday,1,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
115,1900-01-05 18:00:00,19,5,5,Thursday,1,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
116,1900-01-05 19:00:00,20,5,5,Thursday,1,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
117,1900-01-05 20:00:00,21,5,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
118,1900-01-05 21:00:00,22,5,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
119,1900-01-05 22:00:00,23,5,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
120,1900-01-05 23:00:00,24,5,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
121,1900-01-06 00:00:00,1,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
122,1900-01-06 01:00:00,2,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
123,1900-01-06 02:00:00,3,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
124,1900-01-06 03:00:00,4,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
125,1900-01-06 04:00:00,5,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
126,1900-01-06 05:00:00,6,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
127,1900-01-06 06:00:00,7,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
128,1900-01-06 07:00:00,8,6,6,Friday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
129,1900-01-06 08:00:00,9,6,6,Friday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
130,1900-01-06 09:00:00,10,6,6,Friday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
131,1900-01-06 10:00:00,11,6,6,Friday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
132,1900-01-06 11:00:00,12,6,6,Friday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
133,1900-01-06 12:00:00,13,6,6,Friday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
134,1900-01-06 13:00:00,14,6,6,Friday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
135,1900-01-06 14:00:00,15,6,6,Friday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
136,1900-01-06 15:00:00,16,6,6,Friday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
137,1900-01-06 16:00:00,17,6,6,Friday,1,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
138,1900-01-06 17:00:00,18,6,6,Friday,1,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
139,1900-01-06 18:00:00,19,6,6,Friday,1,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
140,1900-01-06 19:00:00,20,6,6,Friday,1,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
141,1900-01-06 20:00:00,21,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
142,1900-01-06 21:00:00,22,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
143,1900-01-06 22:00:00,23,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
144,1900-01-06 23:00:00,24,6,6,Friday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
145,1900-01-07 00:00:00,1,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
146,1900-01-07 01:00:00,2,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
147,1900-01-07 02:00:00,3,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
148,1900-01-07 03:00:00,4,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
149,1900-01-07 04:00:00,5,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
150,1900-01-07 05:00:00,6,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
151,1900-01-07 06:00:00,7,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
152,1900-01-07 07:00:00,8,7,7,Saturday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
153,1900-01-07 08:00:00,9,7,7,Saturday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
154,1900-01-07 09:00:00,10,7,7,Saturday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
155,1900-01-07 10:00:00,11,7,7,Saturday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
156,1900-01-07 11:00:00,12,7,7,Saturday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
157,1900-01-07 12:00:00,13,7,7,Saturday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
158,1900-01-07 13:00:00,14,7,7,Saturday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
159,1900-01-07 14:00:00,15,7,7,Saturday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
160,1900-01-07 15:00:00,16,7,7,Saturday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
161,1900-01-07 16:00:00,17,7,7,Saturday,1,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
162,1900-01-07 17:00:00,18,7,7,Saturday,1,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
163,1900-01-07 18:00:00,19,7,7,Saturday,1,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
164,1900-01-07 19:00:00,20,7,7,Saturday,1,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
165,1900-01-07 20:00:00,21,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
166,1900-01-07 21:00:00,22,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
167,1900-01-07 22:00:00,23,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
168,1900-01-07 23:00:00,24,7,7,Saturday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
169,1900-01-08 00:00:00,1,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
170,1900-01-08 01:00:00,2,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
171,1900-01-08 02:00:00,3,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
172,1900-01-08 03:00:00,4,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
173,1900-01-08 04:00:00,5,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
174,1900-01-08 05:00:00,6,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
175,1900-01-08 06:00:00,7,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
176,1900-01-08 07:00:00,8,8,1,Sunday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
177,1900-01-08 08:00:00,9,8,1,Sunday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
178,1900-01-08 09:00:00,10,8,1,Sunday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
179,1900-01-08 10:00:00,11,8,1,Sunday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
180,1900-01-08 11:00:00,12,8,1,Sunday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
181,1900-01-08 12:00:00,13,8,1,Sunday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
182,1900-01-08 13:00:00,14,8,1,Sunday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
183,1900-01-08 14:00:00,15,8,1,Sunday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
184,1900-01-08 15:00:00,16,8,1,Sunday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
185,1900-01-08 16:00:00,17,8,1,Sunday,1,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
186,1900-01-08 17:00:00,18,8,1,Sunday,1,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
187,1900-01-08 18:00:00,19,8,1,Sunday,1,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
188,1900-01-08 19:00:00,20,8,1,Sunday,1,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
189,1900-01-08 20:00:00,21,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
190,1900-01-08 21:00:00,22,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
191,1900-01-08 22:00:00,23,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
192,1900-01-08 23:00:00,24,8,1,Sunday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
193,1900-01-09 00:00:00,1,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
194,1900-01-09 01:00:00,2,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
195,1900-01-09 02:00:00,3,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
196,1900-01-09 03:00:00,4,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
197,1900-01-09 04:00:00,5,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
198,1900-01-09 05:00:00,6,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
199,1900-01-09 06:00:00,7,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
200,1900-01-09 07:00:00,8,9,2,Monday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
201,1900-01-09 08:00:00,9,9,2,Monday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
202,1900-01-09 09:00:00,10,9,2,Monday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
203,1900-01-09 10:00:00,11,9,2,Monday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
204,1900-01-09 11:00:00,12,9,2,Monday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
205,1900-01-09 12:00:00,13,9,2,Monday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
206,1900-01-09 13:00:00,14,9,2,Monday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
207,1900-01-09 14:00:00,15,9,2,Monday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
208,1900-01-09 15:00:00,16,9,2,Monday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
209,1900-01-09 16:00:00,17,9,2,Monday,1,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
210,1900-01-09 17:00:00,18,9,2,Monday,1,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
211,1900-01-09 18:00:00,19,9,2,Monday,1,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
212,1900-01-09 19:00:00,20,9,2,Monday,1,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
213,1900-01-09 20:00:00,21,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
214,1900-01-09 21:00:00,22,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
215,1900-01-09 22:00:00,23,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
216,1900-01-09 23:00:00,24,9,2,Monday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
217,1900-01-10 00:00:00,1,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
218,1900-01-10 01:00:00,2,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
219,1900-01-10 02:00:00,3,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
220,1900-01-10 03:00:00,4,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
221,1900-01-10 04:00:00,5,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
222,1900-01-10 05:00:00,6,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
223,1900-01-10 06:00:00,7,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
224,1900-01-10 07:00:00,8,10,3,Tuesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
225,1900-01-10 08:00:00,9,10,3,Tuesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
226,1900-01-10 09:00:00,10,10,3,Tuesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
227,1900-01-10 10:00:00,11,10,3,Tuesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
228,1900-01-10 11:00:00,12,10,3,Tuesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
229,1900-01-10 12:00:00,13,10,3,Tuesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
230,1900-01-10 13:00:00,14,10,3,Tuesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
231,1900-01-10 14:00:00,15,10,3,Tuesday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
232,1900-01-10 15:00:00,16,10,3,Tuesday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
233,1900-01-10 16:00:00,17,10,3,Tuesday,1,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
234,1900-01-10 17:00:00,18,10,3,Tuesday,1,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
235,1900-01-10 18:00:00,19,10,3,Tuesday,1,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
236,1900-01-10 19:00:00,20,10,3,Tuesday,1,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
237,1900-01-10 20:00:00,21,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
238,1900-01-10 21:00:00,22,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
239,1900-01-10 22:00:00,23,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
240,1900-01-10 23:00:00,24,10,3,Tuesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
241,1900-01-11 00:00:00,1,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
242,1900-01-11 01:00:00,2,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
243,1900-01-11 02:00:00,3,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
244,1900-01-11 03:00:00,4,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
245,1900-01-11 04:00:00,5,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
246,1900-01-11 05:00:00,6,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
247,1900-01-11 06:00:00,7,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
248,1900-01-11 07:00:00,8,11,4,Wednesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
249,1900-01-11 08:00:00,9,11,4,Wednesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
250,1900-01-11 09:00:00,10,11,4,Wednesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
251,1900-01-11 10:00:00,11,11,4,Wednesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
252,1900-01-11 11:00:00,12,11,4,Wednesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
253,1900-01-11 12:00:00,13,11,4,Wednesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
254,1900-01-11 13:00:00,14,11,4,Wednesday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
255,1900-01-11 14:00:00,15,11,4,Wednesday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
256,1900-01-11 15:00:00,16,11,4,Wednesday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
257,1900-01-11 16:00:00,17,11,4,Wednesday,1,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
258,1900-01-11 17:00:00,18,11,4,Wednesday,1,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
259,1900-01-11 18:00:00,19,11,4,Wednesday,1,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
260,1900-01-11 19:00:00,20,11,4,Wednesday,1,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
261,1900-01-11 20:00:00,21,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
262,1900-01-11 21:00:00,22,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
263,1900-01-11 22:00:00,23,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
264,1900-01-11 23:00:00,24,11,4,Wednesday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
265,1900-01-12 00:00:00,1,12,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
266,1900-01-12 01:00:00,2,12,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
267,1900-01-12 02:00:00,3,12,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
268,1900-01-12 03:00:00,4,12,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
269,1900-01-12 04:00:00,5,12,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
270,1900-01-12 05:00:00,6,12,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
271,1900-01-12 06:00:00,7,12,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
272,1900-01-12 07:00:00,8,12,5,Thursday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
273,1900-01-12 08:00:00,9,12,5,Thursday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
274,1900-01-12 09:00:00,10,12,5,Thursday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
275,1900-01-12 10:00:00,11,12,5,Thursday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
276,1900-01-12 11:00:00,12,12,5,Thursday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
277,1900-01-12 12:00:00,13,12,5,Thursday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
278,1900-01-12 13:00:00,14,12,5,Thursday,1,19.444444444444443,19.444444444444443,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
279,1900-01-12 14:00:00,15,12,5,Thursday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
280,1900-01-12 15:00:00,16,12,5,Thursday,1,19.444444444444443,21.11111111111111,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
281,1900-01-12 16:00:00,17,12,5,Thursday,1,19.444444444444443,17.77777777777778,23.333333333333332,25.0,48.888888888888886,53.33333333333333,,,
282,1900-01-12 17:00:00,18,12,5,Thursday,1,19.444444444444443,17.77777777777778,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
283,1900-01-12 18:00:00,19,12,5,Thursday,1,19.444444444444443,18.333333333333332,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
284,1900-01-12 19:00:00,20,12,5,Thursday,1,19.444444444444443,18.88888888888889,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
285,1900-01-12 20:00:00,21,12,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
286,1900-01-12 21:00:00,22,12,5,Thursday,1,19.444444444444443,19.444444444444443,26.666666666666664,28.333333333333332,48.888888888888886,53.33333333333333,,,
