Date/Time,UNHEATEDBSMT_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),UNHEATEDBSMT_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),UNHEATEDBSMT_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),LIVING_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),LIVING_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),LIVING_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),ATTIC_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),ATTIC_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ATTIC_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),UNHEATEDBSMT_UNIT1:Zone Mean Air Temperature [C](Hourly),LIVING_UNIT1:Zone Mean Air Temperature [C](Hourly),ATTIC_UNIT1:Zone Mean Air Temperature [C](Hourly),UNHEATEDBSMT_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),LIVING_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),ATTIC_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),UNHEATEDBSMT_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),LIVING_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),ATTIC_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly) 
 01/01  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47230484531097,20.554438965000104,10.889845677295094,0.0,0.0,0.0,0.6724000859238468,0.41378083589710587,4.037543840438778,4328.120763809639 
 01/01  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.225754805293378,20.553913087483548,10.904813244639153,0.0,0.0,0.0,0.7700469389805875,0.5370488000014053,6.119403685350257,4717.652582002945 
 01/01  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.06587562036384,20.55476058504128,10.947627729949615,0.0,0.0,0.0,0.7696152014267153,0.5372678619789191,6.1199388498478159,4688.882364075594 
 01/01  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.229761529056895,20.552817704943608,10.357100260271434,0.0,0.0,0.0,1.197450462798779,0.6682165617716261,9.647975417020776,5264.166318826972 
 01/01  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.175712124210628,20.554878572084083,9.966835159809876,0.0,0.0,0.0,1.0272072552262919,0.6003278137506881,7.939345084846201,5206.336133398399 
 01/01  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05248844967116,20.553658860508173,9.963361979590128,0.0,0.0,0.0,1.0389988743667702,0.5409518164622843,7.61997511896503,4864.392380047825 
 01/01  09:00:00,0.0,0.0,0.0,545.5575489652681,1964007.176274965,0.0,0.0,0.0,0.0,16.83934421640537,20.556793316453999,10.63197673111253,0.0,0.0,0.0,0.4372237266562798,0.40630029832454125,2.9999524137147515,4123.677404649382 
 01/01  10:00:00,0.0,0.0,0.0,931.5318629903973,3353514.70676543,1583709.476700315,0.0,0.0,0.0,16.514896938938806,20.55553492700792,10.78045263802297,0.0,0.0,0.0,0.6678971320033225,0.41105291492228676,4.02446188318307,3507.901566923675 
 01/01  11:00:00,0.0,0.0,0.0,569.533071829854,2050319.0585874743,0.0,0.0,0.0,0.0,16.486475615709023,20.555558025311368,10.96860303788212,0.0,0.0,0.0,0.667759489594997,0.41131994298969196,4.027623620755067,3438.1469454717555 
 01/01  12:00:00,0.0,0.0,0.0,811.0019749996782,2919607.1099988415,811689.7968382797,0.0,0.0,0.0,15.44429947628413,20.553705786362078,9.618421542036908,0.0,0.0,0.0,1.111808222638998,0.6414756066153748,8.785979344532049,4537.932664614459 
